Account,Contract: NCES ID,Contract: Opportunity,LMS Opp ID,Contract: Contract Owner,Contract #,Subscription: Subscription #,Net Price,Quantity,Net Total,Product,Product Type,Sub Product,Course Name,Curriculum Provider,School (Account),Grade,Office Hours,CC/Teacher Collaboration Meetings,Start Date,Delivery End Date,Subscription: Created Date,Contract: Created Date
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004592,$600.00,1,$600.00,CC/Teacher Collaboration Meetings - Interim,Teacher Collaberation Meetings,Interim,,,,,,,8/15/2025,,8/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004590,$600.00,1,$600.00,CC/Teacher Collaboration Meetings - Interim,Teacher Collaberation Meetings,Interim,,,,,,,8/15/2025,,8/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004588,$600.00,1,$600.00,CC/Teacher Collaboration Meetings - Interim,Teacher Collaberation Meetings,Interim,,,,,,,8/15/2025,,8/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0005627,$900.00,1,$900.00,CC/Teacher Collaboration Meetings - Semester,Teacher Collaberation Meetings,Semester,,,,,,,3/4/2026,,1/9/2026,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004610,$900.00,1,$900.00,CC/Teacher Collaboration Meetings - Semester,Teacher Collaberation Meetings,Semester,,,,,,,8/15/2025,,8/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004598,$900.00,1,$900.00,CC/Teacher Collaboration Meetings - Semester,Teacher Collaberation Meetings,Semester,,,,,,,8/15/2025,,8/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004596,$900.00,1,$900.00,CC/Teacher Collaboration Meetings - Semester,Teacher Collaberation Meetings,Semester,,,,,,,8/15/2025,,8/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004558,$900.00,1,$900.00,CC/Teacher Collaboration Meetings - Semester,Teacher Collaberation Meetings,Semester,,,,,,,8/15/2025,,8/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004554,$900.00,1,$900.00,CC/Teacher Collaboration Meetings - Semester,Teacher Collaberation Meetings,Semester,,,,,,,8/15/2025,,8/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004087,$900.00,1,$900.00,CC/Teacher Collaboration Meetings - Semester,Teacher Collaberation Meetings,Semester,,,,,,,8/1/2025,,7/11/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004372,"$1,000.00",1,"$1,000.00",Change Fee,Fee,Change,,,,,,,8/1/2025,,7/31/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004573,"$1,800.00",1,"$1,800.00",Office Hours - Full Year,Office Hours,Full Year,,,,,,,8/15/2025,,8/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004373,"$1,800.00",1,"$1,800.00",Office Hours - Full Year,Office Hours,Full Year,,,,,,,8/1/2025,,7/31/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004101,"$1,800.00",1,"$1,800.00",Office Hours - Full Year,Office Hours,Full Year,,,,,,,8/1/2025,,7/11/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0005626,$900.00,1,$900.00,Office Hours - Semester,Office Hours,Semester,,,,,,,3/4/2026,,1/9/2026,7/1/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0004133,"$15,190.00",2,"$30,380.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Science,Life Science (6-8),Elevate Curriculum,Factory Shoals Middle School,7,,,7/31/2025,5/20/2026,7/15/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0004132,"$15,190.00",2,"$30,380.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Social Studies,History of the Modern World (6-8),Elevate Curriculum,Factory Shoals Middle School,7,,,7/31/2025,5/20/2026,7/15/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0004130,"$15,190.00",1,"$15,190.00",45-60 min 5DaysStandard Full Year,Tier 1,World Languages,French I,Elevate Curriculum,Factory Shoals Middle School,8,,,7/31/2025,6/12/2026,7/15/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0003924,"$15,190.00",1,"$15,190.00",45-60 min 5DaysStandard Full Year,Tier 1,World Languages,Spanish 1B,Elevate Curriculum,Chestnut Log Middle School,8,,,7/31/2025,6/29/2026,6/25/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0003847,"$15,190.00",5,"$75,950.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Social Studies,History of the Modern World (6-8),District Created Curriculum,Chestnut Log Middle School,7,,,7/31/2025,4/8/2026,6/24/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0003803,"$15,190.00",1,"$15,190.00",45-60 min 5DaysStandard Full Year,Tier 1,World Languages,French I,Elevate Curriculum,Turner Middle School,8,,,7/31/2025,6/12/2026,6/12/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0003802,"$15,190.00",1,"$15,190.00",45-60 min 5DaysStandard Full Year,Tier 1,World Languages,French I,Elevate Curriculum,Mason Creek Middle School,8,,,7/31/2025,6/12/2026,6/12/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0003801,"$15,190.00",1,"$15,190.00",45-60 min 5DaysStandard Full Year,Tier 1,World Languages,French I,Elevate Curriculum,Factory Shoals Middle School,8,,,7/31/2025,6/12/2026,6/12/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0003800,"$15,190.00",2,"$30,380.00",45-60 min 5DaysStandard Full Year,Tier 1,World Languages,Spanish 1B,Elevate Curriculum,Chapel Hill Middle School,8,,,7/31/2025,6/12/2026,6/12/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0005712,"$8,950.00",4,"$35,800.00",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Math 8 (Georgia),Amplify: Amplify Desmos Math,Stewart Middle School,8,,,2/16/2026,7/5/2026,2/2/2026,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0005315,"$8,771.00",2,"$17,542.00",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Math 7 (Georgia),Amplify: Amplify Desmos Math,Turner Middle School,7,,,1/6/2026,5/25/2026,11/19/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0005314,"$8,771.00",2,"$17,542.00",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Life Science (6-8),Elevate Curriculum,Turner Middle School,7,,,1/6/2026,5/25/2026,11/19/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0005293,"$8,771.00",4,"$35,084.00",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Physical Science (6-8),District Created Curriculum,Chestnut Log Middle School,8,,,1/6/2026,5/25/2026,11/17/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0005292,"$8,771.00",5,"$43,855.00",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - Social Studies,History of the Modern World (6-8),Elevate Curriculum,Chestnut Log Middle School,7,,,1/6/2026,5/25/2026,11/17/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0004883,"$8,771.00",4,"$35,084.00",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Physical Science (6-8),District Created Curriculum,Chestnut Log Middle School,8,,,9/17/2025,2/24/2026,8/25/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0004438,"$8,771.00",2,"$17,542.00",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Life Science (6-8),Elevate Curriculum,Turner Middle School,7,,,8/13/2025,12/30/2025,8/4/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0004437,"$8,771.00",2,"$17,542.00",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Math 7 (Georgia),Elevate Curriculum,Turner Middle School,7,,,8/13/2025,12/30/2025,8/4/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0004261,"$14,807.80",1,"$14,807.80",76-90 min 3DaysStandard Full Year,Tier 1,World Languages,Spanish I,Elevate Curriculum,Yeager Middle School,8,,,7/31/2025,5/20/2026,7/28/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0004260,"$14,807.80",-1,"-$14,807.80",76-90 min 3DaysStandard Full Year,Tier 1,World Languages,Spanish 1B,Elevate Curriculum,Yeager Middle School,8,,,7/31/2025,5/19/2026,7/28/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0004179,"$14,807.80",2,"$29,615.60",76-90 min 3DaysStandard Full Year,Tier 1,World Languages,Spanish 1B,Elevate Curriculum,Yeager Middle School,8,,,7/31/2025,5/19/2026,7/21/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0004178,"$14,807.80",2,"$29,615.60",76-90 min 3DaysStandard Full Year,Tier 1,World Languages,Spanish I,Elevate Curriculum,Yeager Middle School,7,,,7/31/2025,5/19/2026,7/21/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0004177,"$14,807.80",2,"$29,615.60",76-90 min 3DaysStandard Full Year,Tier 1,World Languages,Spanish 1A,Elevate Curriculum,Yeager Middle School,6,,,7/31/2025,5/19/2026,7/21/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0004991,"$31,458.00",2,"$62,916.00",76-90 min 5DaysDiverse Full Year,Diverse Learning,ELD,ELD for High School,District Created Curriculum,New Manchester High School,12,,,9/18/2025,7/8/2026,9/4/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0005295,"$18,169.20",3,"$54,507.60",76-90 min 5DaysDiverse Semester,Diverse Learning,ELD,ELD for High School,District Created Curriculum,Lithia Springs Comprehensive High School,12,,,1/6/2026,5/25/2026,11/17/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0005629,"$13,161.40",-2,"-$26,322.80",76-90 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Environmental Science,Elevate Curriculum,Douglas County High School,12,,,1/6/2026,5/20/2026,1/12/2026,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0005298,"$13,161.40",1,"$13,161.40",76-90 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Algebra I (Georgia),Elevate Curriculum,Chapel Hill High School,12,,,1/6/2026,5/25/2026,11/17/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0005297,"$13,161.40",1,"$13,161.40",76-90 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Adapted Algebra I,Elevate Curriculum,Chapel Hill High School,12,,,1/6/2026,5/25/2026,11/17/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0005296,"$13,161.40",1,"$13,161.40",76-90 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Probability and Statistics,Elevate Curriculum,Chapel Hill High School,12,,,1/6/2026,5/25/2026,11/17/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0005294,"$13,161.40",3,"$39,484.20",76-90 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Environmental Science,District Created Curriculum,Lithia Springs Comprehensive High School,9,,,1/6/2026,5/25/2026,11/17/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0005264,"$13,161.40",1,"$13,161.40",76-90 min 5DaysStandard Semester,Tier 1,Core Subjects - ELA,ELA 11 American Literature,Elevate Curriculum,Alexander High School,11,,,1/5/2026,5/24/2026,11/10/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0005263,"$13,161.40",2,"$26,322.80",76-90 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Physical Science (9-12),Elevate Curriculum,Alexander High School,12,,,1/5/2026,5/24/2026,11/10/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0004439,"$13,161.40",3,"$39,484.20",76-90 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Environmental Science,Elevate Curriculum,Douglas County High School,12,,,1/6/2026,5/20/2026,8/4/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0003923,"$13,161.40",1,"$13,161.40",76-90 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Algebra I (Georgia),Elevate Curriculum,Chapel Hill High School,12,,,7/31/2025,12/22/2025,6/25/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0003922,"$13,161.40",1,"$13,161.40",76-90 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Adapted Algebra I,Elevate Curriculum,Chapel Hill High School,12,,,7/31/2025,12/22/2025,6/25/2025,6/12/2025
Douglas County Schools,1301860,Douglas County_Tier 1_Renewal_FY26,17592317686177,Jenn Russart,466,SUB-0003921,"$13,161.40",1,"$13,161.40",76-90 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Probability and Statistics,Elevate Curriculum,Chapel Hill High School,12,,,7/31/2025,12/22/2025,6/25/2025,6/12/2025
Duncanville Independent School,4817640,Duncanville ISD_Tier 1_Renewal_FY26,17592317685972,Liz Winnen,473,SUB-0004642,"$14,725.00",2,"$29,450.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Math,Pre-Calculus,Elevate Curriculum,Duncanville High School,11,,,8/25/2025,6/8/2026,8/11/2025,6/24/2025
Duncanville Independent School,4817640,Duncanville ISD_Tier 1_Renewal_FY26,17592317685972,Liz Winnen,473,SUB-0004641,"$14,725.00",2,"$29,450.00",45-60 min 5DaysStandard Full Year,Tier 1,World Languages,Spanish II,Elevate Curriculum,Duncanville High School,10,,,8/25/2025,6/8/2026,8/11/2025,6/24/2025
Duncanville Independent School,4817640,Duncanville ISD_Tier 1_Renewal_FY26,17592317685972,Liz Winnen,473,SUB-0004640,"$14,725.00",5,"$73,625.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Science,Physics (Texas),Elevate Curriculum,Duncanville High School,11,,,8/25/2025,6/8/2026,8/11/2025,6/24/2025
Duncanville Independent School,4817640,Duncanville ISD_Tier 1_Renewal_FY26,17592317685972,Liz Winnen,473,SUB-0004639,"$14,725.00",6,"$88,350.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Math,Geometry,Elevate Curriculum,Duncanville High School,10,,,8/25/2025,6/8/2026,8/11/2025,6/24/2025
Duncanville Independent School,4817640,Duncanville ISD_Tier 1_Renewal_FY26,17592317685972,Liz Winnen,473,SUB-0005874,"$6,613.05",2,"$13,226.10",45-60 min 5DaysStandard Semester,Supplemental,Core Subjects - Math,Math 8,Sirius Education,William H Byrd Middle School,8,,,3/9/2026,5/22/2026,3/4/2026,6/24/2025
Duncanville Independent School,4817640,Duncanville ISD_Tier 1_Renewal_FY26,17592317685972,Liz Winnen,473,SUB-0005873,"$6,613.05",3,"$19,839.15",45-60 min 5DaysStandard Semester,Supplemental,Core Subjects - Math,Math 7,Sirius Education,William H Byrd Middle School,7,,,3/9/2026,5/22/2026,3/4/2026,6/24/2025
Duncanville Independent School,4817640,Duncanville ISD_Tier 1_Renewal_FY26,17592317685972,Liz Winnen,473,SUB-0005776,"$6,613.05",4,"$26,452.20",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Math 8,Sirius Education,William H Byrd Middle School,4,,2,2/24/2026,5/22/2026,2/11/2026,6/24/2025
Duncanville Independent School,4817640,Duncanville ISD_Tier 1_Renewal_FY26,17592317685972,Liz Winnen,473,SUB-0005774,"$6,613.05",3,"$19,839.15",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Math 7,Sirius Education,William H Byrd Middle School,4,,2,2/24/2026,5/22/2026,2/11/2026,6/24/2025
Duncanville Independent School,4817640,Duncanville ISD_Tier 1_Renewal_FY26,17592317685972,Liz Winnen,473,SUB-0004679,"$14,354.50",4,"$57,418.00",76-90 min 3DaysStandard Full Year,Tier 1,Core Subjects - Science,Physics (Texas),Elevate Curriculum,Duncanville High School,11,,,8/25/2025,6/14/2026,8/12/2025,6/24/2025
Duncanville Independent School,4817640,Duncanville ISD_Tier 1_Renewal_FY26,17592317685972,Liz Winnen,473,SUB-0004678,"$14,354.50",6,"$86,127.00",76-90 min 3DaysStandard Full Year,Tier 1,Core Subjects - Math,Geometry,Elevate Curriculum,Duncanville High School,10,,,8/25/2025,6/14/2026,8/12/2025,6/24/2025
Duncanville Independent School,4817640,Duncanville ISD_Tier 1_Renewal_FY26,17592317685972,Liz Winnen,473,SUB-0004677,"$14,354.50",-4,"-$57,418.00",76-90 min 3DaysStandard Full Year,Tier 1,Core Subjects - Science,Physics (Texas),Elevate Curriculum,Duncanville High School,11,,,8/25/2025,6/8/2026,8/12/2025,6/24/2025
Duncanville Independent School,4817640,Duncanville ISD_Tier 1_Renewal_FY26,17592317685972,Liz Winnen,473,SUB-0004676,"$14,354.50",-6,"-$86,127.00",76-90 min 3DaysStandard Full Year,Tier 1,Core Subjects - Math,Geometry,Elevate Curriculum,Duncanville High School,10,,,8/25/2025,6/8/2026,8/12/2025,6/24/2025
Duncanville Independent School,4817640,Duncanville ISD_Tier 1_Renewal_FY26,17592317685972,Liz Winnen,473,SUB-0004638,"$14,354.50",4,"$57,418.00",76-90 min 3DaysStandard Full Year,Tier 1,Core Subjects - Math,Pre-Calculus,Elevate Curriculum,Duncanville High School,12,,,8/25/2025,6/8/2026,8/11/2025,6/24/2025
Duncanville Independent School,4817640,Duncanville ISD_Tier 1_Renewal_FY26,17592317685972,Liz Winnen,473,SUB-0004637,"$14,354.50",4,"$57,418.00",76-90 min 3DaysStandard Full Year,Tier 1,World Languages,Spanish II,Elevate Curriculum,Duncanville High School,10,,,8/25/2025,6/8/2026,8/11/2025,6/24/2025
Duncanville Independent School,4817640,Duncanville ISD_Tier 1_Renewal_FY26,17592317685972,Liz Winnen,473,SUB-0004636,"$14,354.50",9,"$129,190.50",76-90 min 3DaysStandard Full Year,Tier 1,Core Subjects - Science,Physics (Texas),Elevate Curriculum,Duncanville High School,11,,,8/25/2025,6/8/2026,8/11/2025,6/24/2025
Duncanville Independent School,4817640,Duncanville ISD_Tier 1_Renewal_FY26,17592317685972,Liz Winnen,473,SUB-0004635,"$14,354.50",12,"$172,254.00",76-90 min 3DaysStandard Full Year,Tier 1,Core Subjects - Math,Geometry,Elevate Curriculum,Duncanville High School,10,,,8/25/2025,6/8/2026,8/11/2025,6/24/2025
