Agency NCES ID,Competitor,PO Number,PO Amount,Agency,Agency City,Agency State,PO Signed Date,Fiscal Year
4219470,Educere,802200192,"$6,578",Colonial School District,Plymouth Meeting,Pennsylvania,03/01/2022,FY22
2613560,Educere,DT:03/01/2022 CHK:48096,"$1,022",Evart Public Schools,Evart,Michigan,03/01/2022,FY22
5502700,Educere,22010945,"$10,166",Cochrane-Fountain City School District,Fountain City,Wisconsin,03/01/2022,FY22
2511740,Educere,20220471,"$2,304",Triton School District,Byfield,Massachusetts,02/28/2022,FY22
3680940,Educere,22-03777,"$2,513",Washington-Saratoga-Warren-Hamilton-Essex Board of Cooperative Educational Services,Hudson Falls,New York,02/28/2022,FY22
3407350,Educere,21221512,"$11,223",Hoboken City School District,Hoboken,New Jersey,02/28/2022,FY22
3405310,Educere,2122-2231,"$14,963",Fort Lee Borough School District,Fort Lee,New Jersey,02/28/2022,FY22
1704470,Educere,DT:02/28/2022 CHK:72202,"$9,494",Athens Community Unit School District 213,Athens,Illinois,02/28/2022,FY22
3417100,Educere,22-02196,"$2,291",Robbinsville Township School District,Robbinsville,New Jersey,02/28/2022,FY22
3411970,Educere,PO:201841 DT:02/28/2022,"$9,604",Ocean City School District,Ocean City,New Jersey,02/28/2022,FY22
3413650,Educere,2202616,"$2,204",Randolph Township School District,Randolph,New Jersey,02/28/2022,FY22
3413650,Educere,2202750,"$1,200",Randolph Township School District,Randolph,New Jersey,02/28/2022,FY22
3412570,Educere,22001210,"$3,444",Passaic Valley Regional School District,Little Falls,New Jersey,02/28/2022,FY22
,Educere,DT:02/28/2022 INV:OrlnPSB2202,"$2,135",Benjamin Franklin High School,New Orleans,Louisiana,02/28/2022,FY22
4218580,Educere,21001880,"$1,197",Penn-Delco School District,Aston,Pennsylvania,02/25/2022,FY22
1730630,Educere,DT:02/25/2022 CHK:104444,"$2,335",Pana Community Unit School District 8,Pana,Illinois,02/25/2022,FY22
2707500,Educere,DT:02/22/2022 VCH:81136,"$2,017",Cannon Falls Public School District,Cannon Falls,Minnesota,02/22/2022,FY22
4214430,Educere,55767,"$8,978",Mahanoy Area School District,Mahanoy City,Pennsylvania,02/17/2022,FY22
3417430,Educere,22-3245,"$1,130",West Deptford Township School District,West Deptford,New Jersey,02/16/2022,FY22
3409750,Educere,22-01977,"$4,788",Matawan-Aberdeen Regional School District,Aberdeen,New Jersey,02/16/2022,FY22
3414640,Educere,22-02166,"$29,894",Sayreville Borough School District,South Amboy,New Jersey,02/15/2022,FY22
3405610,Educere,22-00244,"$1,313",Freehold Regional School District,Englishtown,New Jersey,02/10/2022,FY22
4223640,Educere,22102129,"$8,635",Tredyffrin-Easttown School District,Wayne,Pennsylvania,02/07/2022,FY22
3411970,Educere,PO:201681 DT:02/04/2022,"$2,879",Ocean City School District,Ocean City,New Jersey,02/04/2022,FY22
4224390,Educere,P221943,"$3,998",Upper Dublin School District,Maple Glen,Pennsylvania,02/03/2022,FY22
5500900,Educere,8002022456,"$6,997",Bayfield School District,Bayfield,Wisconsin,02/01/2022,FY22
3412570,Educere,22001036,"$5,224",Passaic Valley Regional School District,Little Falls,New Jersey,01/31/2022,FY22
3412570,Educere,22001117,"$1,131",Passaic Valley Regional School District,Little Falls,New Jersey,01/31/2022,FY22
,Educere,DT:01/31/2022 INV:OrlnPSB2201,"$3,968",Benjamin Franklin High School,New Orleans,Louisiana,01/31/2022,FY22
4223250,Educere,2200000371,"$9,995",Riverside School District,Taylor,Pennsylvania,01/31/2022,FY22
4218120,Educere,57361,"$1,098",Old Forge School District,Old Forge,Pennsylvania,01/27/2022,FY22
4218120,Educere,57368,"$9,995",Old Forge School District,Old Forge,Pennsylvania,01/27/2022,FY22
2400330,Educere,260756,"$1,346",Frederick County Public Schools,Frederick,Maryland,01/27/2022,FY22
5502430,Educere,"VEN:EDUCERE,000 DT:01/27/2022","$1,846",Cedar Grove Belgium School District,Cedar Grove,Wisconsin,01/27/2022,FY22
5515330,Educere,8300000003,"$438,781",Verona Area School District,Verona,Wisconsin,01/26/2022,FY22
3904894,Educere,2992,"$5,000",Genoa Area Local School District,Genoa,Ohio,01/25/2022,FY22
3404500,Educere,PO-22-0004199,"$2,378",Edison Township School District,Edison,New Jersey,01/25/2022,FY22
3407170,Educere,PO-22-0000959,"$1,197",Highland Park Borough School District,Highland Park,New Jersey,01/24/2022,FY22
3407980,Educere,22-02224,"$5,000",Kingsway Regional School District,Woolwich Twp.,New Jersey,01/24/2022,FY22
,Educere,56782,"$4,240",The Charter School of Wilmington,Wilmington,Delaware,01/21/2022,FY22
,Educere,56782,"$4,240",Delaware Department of Education (DDOE),Dover,Delaware,01/21/2022,FY22
3905023,Educere,20288,"$1,841",Southington Local School District,Southington,Ohio,01/20/2022,FY22
3408850,Educere,201474,"$2,088",Lodi Borough School District,Lodi,New Jersey,01/20/2022,FY22
2507080,Educere,22001474,"$1,298",Lunenburg School District,Lunenburg,Massachusetts,01/20/2022,FY22
3404380,Educere,201340,"$2,988",Eastern Camden County Regional School District,Voorhees,New Jersey,01/20/2022,FY22
1700105,Educere,A-CCent2102,"$1,796",A-C Central Community Unit School District 262,Ashland,Illinois,01/19/2022,FY22
3416230,Educere,22-05247,"$2,694",Toms River Regional School District,Toms River,New Jersey,01/19/2022,FY22
3404500,Educere,PO-22-0003878,"$2,422",Edison Township School District,Edison,New Jersey,01/17/2022,FY22
2506990,Educere,20221890,"$1,272",Longmeadow School District,Longmeadow,Massachusetts,01/14/2022,FY22
3405610,Educere,PO: 22-00244 CHK:507955,"$1,276",Freehold Regional School District,Englishtown,New Jersey,01/14/2022,FY22
3405610,Educere,PO: 22-01132 CHK:507955,"$3,523",Freehold Regional School District,Englishtown,New Jersey,01/14/2022,FY22
,Educere,20221890,"$1,272",Town of Longmeadow,Longmeadow,Massachusetts,01/14/2022,FY22
3413770,Educere,240240,"$1,044",Ridgefield Borough School District,Ridgefield,New Jersey,01/13/2022,FY22
3905071,Educere,P2203314,"$5,980",Northwood Local School District,Northwood,Ohio,01/12/2022,FY22
3904736,Educere,P2203314,"$5,980",Northwest Local School District (Butler and Hamilton Counties),Cincinnati,Ohio,01/12/2022,FY22
3600021,Educere,220911,"$3,000",Mattituck-Cutchogue Union Free School District,Cutchogue,New York,01/12/2022,FY22
3680860,Educere,22-04050,"$27,489",Western Suffolk Board of Cooperative Educational Services,Dix Hills,New York,01/11/2022,FY22
2507080,Educere,22001428,"$11,529",Lunenburg School District,Lunenburg,Massachusetts,01/11/2022,FY22
3411970,Educere,PO:201467 DT:01/10/2022,"$5,899",Ocean City School District,Ocean City,New Jersey,01/10/2022,FY22
5504960,Educere,DT:01/10/22 CHK:105198,"$2,394",Galesville-Ettrick-Trempealeau School District,Galesville,Wisconsin,01/10/2022,FY22
3904939,Educere,66434,"$1,198",Pandora-Gilboa Local School District,Pandora,Ohio,01/07/2022,FY22
3404500,Educere,PO-22-0003650,"$5,370",Edison Township School District,Edison,New Jersey,01/06/2022,FY22
2606090,Educere,CHK:AP00520307,"$2,086",Bloomfield Hills School District,Bloomfield Hills,Michigan,01/06/2022,FY22
3406390,Educere,201307,"$3,192",Haddonfield Borough School District,Haddonfield,New Jersey,01/04/2022,FY22
1728700,Educere,75793,"$1,021",North Boone Community Unit School District 200,Poplar Grove,Illinois,01/03/2022,FY22
802430,Educere,56695,"$2,692",Bennett School District 29-J,Bennett,Colorado,01/03/2022,FY22
101760,Educere,DT:01/01/2022 CHK:29323,"$2,862",Homewood City School District,Homewood,Alabama,01/01/2022,FY22
3412480,Educere,22-5036,"$1,397",Parsippany-Troy Hills Township School District,Parsippany,New Jersey,01/01/2022,FY22
3407230,Educere,22-03891,"$1,247",Hillsborough Township School District,Hillsborough,New Jersey,01/01/2022,FY22
2511970,Educere,VEN:034251 DT:12/23/2021,"$1,143",Walpole School District,Walpole,Massachusetts,12/23/2021,FY22
4219470,Educere,802200161,"$2,332",Colonial School District,Plymouth Meeting,Pennsylvania,12/22/2021,FY22
3408850,Educere,201353,"$2,842",Lodi Borough School District,Lodi,New Jersey,12/22/2021,FY22
2511880,Educere,91020235,"$9,524",Wachusett School District,Jefferson,Massachusetts,12/20/2021,FY22
2511880,Educere,9.10E+07,"$9,524",Wachusett School District,Jefferson,Massachusetts,12/20/2021,FY22
2507980,Educere,22-HS-088,"$1,163",Milton School District,Milton,Massachusetts,12/16/2021,FY22
3412060,Educere,21-02601,"$1,950",Ocean Township School District (Monmouth County),Oakhurst,New Jersey,12/15/2021,FY22
4207680,Educere,9002200018,"$11,124",Dover Area School District,Dover,Pennsylvania,12/15/2021,FY22
3409990,Educere,220866,"$17,955",Metuchen Borough School District,Metuchen,New Jersey,12/14/2021,FY22
3417100,Educere,22-01556,"$1,392",Robbinsville Township School District,Robbinsville,New Jersey,12/14/2021,FY22
1808010,Educere,VEN:EDUCERE LLC DT:12/13/2021,"$5,389",North Spencer County School Corporation,Lincoln City,Indiana,12/13/2021,FY22
4219470,Educere,802200151,"$2,970",Colonial School District,Plymouth Meeting,Pennsylvania,12/10/2021,FY22
2502715,Educere,89486,"$5,423",Blackstone-Millville School District,Blackstone,Massachusetts,12/10/2021,FY22
3403990,Educere,12002263,"$2,994",Dumont Borough School District,Dumont,New Jersey,12/10/2021,FY22
4214310,Educere,TRN:AP2747300008,"$1,596",Loyalsock Township School District,Williamsport,Pennsylvania,12/09/2021,FY22
4205340,Educere,22002419,"$3,998",Central Cambria School District,Ebensburg,Pennsylvania,12/09/2021,FY22
2505740,Educere,2210537,"$1,896",Hampshire School District,Westhampton,Massachusetts,12/09/2021,FY22
3404920,Educere,22002119,"$8,000",Ewing Township School District,Ewing,New Jersey,12/08/2021,FY22
3402550,Educere,P202200466,"$1,365",Byram Township School District,Stanhope,New Jersey,12/08/2021,FY22
3410710,Educere,201601,"$4,000",Moorestown Township School District,Moorestown,New Jersey,12/07/2021,FY22
802430,Educere,56609,"$1,383",Bennett School District 29-J,Bennett,Colorado,12/07/2021,FY22
3408100,Educere,22-001682,"$30,000",Lacey Township School District,Lanoka Harbor,New Jersey,12/07/2021,FY22
3417500,Educere,22-02750,"$4,118",Monmouth County Vocational School District,Freehold,New Jersey,12/07/2021,FY22
2601103,Educere,122065767,"$9,950",Detroit Public Schools Community District,Detroit,Michigan,12/07/2021,FY22
3411970,Educere,PO:201245 DT:12/02/2021,"$2,869",Ocean City School District,Ocean City,New Jersey,12/02/2021,FY22
3410710,Educere,201554,"$1,197",Moorestown Township School District,Moorestown,New Jersey,12/01/2021,FY22
101760,Educere,DT:12/01/2021 CHK:29233,"$2,175",Homewood City School District,Homewood,Alabama,12/01/2021,FY22
3408610,Educere,22-01474,"$1,447",Linden City School District,Linden,New Jersey,11/30/2021,FY22
3403990,Educere,12002222,"$6,588",Dumont Borough School District,Dumont,New Jersey,11/29/2021,FY22
,Educere,220763,"$7,244",Town of Shrewsbury,Shrewsbury,Massachusetts,11/29/2021,FY22
3404920,Educere,22002068,"$3,157",Ewing Township School District,Ewing,New Jersey,11/29/2021,FY22
5508640,Educere,DT:11/26/2021 CHK:90312,"$1,999",Maple School District,Maple,Wisconsin,11/26/2021,FY22
2511970,Educere,VEN:034251 DT:11/24/2021,"$1,433",Walpole School District,Walpole,Massachusetts,11/24/2021,FY22
3402280,Educere,202632,"$1,825",Bridgewater-Raritan Regional School District,Martinsville,New Jersey,11/24/2021,FY22
3410740,Educere,22002543,"$33,893",Morris Hills Regional School District,Denville,New Jersey,11/24/2021,FY22
3409990,Educere,220907,"$3,052",Metuchen Borough School District,Metuchen,New Jersey,11/23/2021,FY22
4220970,Educere,2200000252,"$17,991",Schuylkill Valley School District,Leesport,Pennsylvania,11/23/2021,FY22
4220970,Educere,2200000247,"$99,950",Schuylkill Valley School District,Leesport,Pennsylvania,11/23/2021,FY22
2606090,Educere,CHK:AP00520100,"$1,596",Bloomfield Hills School District,Bloomfield Hills,Michigan,11/23/2021,FY22
,Educere,22-00674,"$1,750",Rancocas Valley Regional High School,Mt Holly,New Jersey,11/23/2021,FY22
,Educere,22-00697,"$1,073",Rancocas Valley Regional High School,Mt Holly,New Jersey,11/23/2021,FY22
3401350,Educere,201708,"$1,137",Belleville Town School District,Belleville,New Jersey,11/19/2021,FY22
2505740,Educere,2210500,"$14,738",Hampshire School District,Westhampton,Massachusetts,11/19/2021,FY22
4218120,Educere,57326,"$5,997",Old Forge School District,Old Forge,Pennsylvania,11/18/2021,FY22
4218120,Educere,57329,"$7,996",Old Forge School District,Old Forge,Pennsylvania,11/18/2021,FY22
4218120,Educere,57271,"$9,995",Old Forge School District,Old Forge,Pennsylvania,11/18/2021,FY22
4223250,Educere,2200000311,"$9,995",Riverside School District,Taylor,Pennsylvania,11/18/2021,FY22
3405610,Educere,PO: 22-00244 CHK:506956,"$5,512",Freehold Regional School District,Englishtown,New Jersey,11/18/2021,FY22
3411760,Educere,202795,"$1,397",Northern Valley Regional School District,Demarest,New Jersey,11/17/2021,FY22
1712930,Educere,DT:11/15/2021 CHK:24311,"$5,262",Earlville Community Unit School District 9,Earlville,Illinois,11/15/2021,FY22
3408100,Educere,22-001453,"$5,140",Lacey Township School District,Lanoka Harbor,New Jersey,11/15/2021,FY22
1703510,Educere,22103068,"$22,145",Altamont Community Unit School District 10,Altamont,Illinois,11/15/2021,FY22
4214310,Educere,TRN:AP2733900021,"$8,167",Loyalsock Township School District,Williamsport,Pennsylvania,11/12/2021,FY22
2709540,Educere,DT:11/11/2021 VCH:23669,"$1,048",Comfrey Public School District,Comfrey,Minnesota,11/11/2021,FY22
4220970,Educere,VEN:EDUCERE LLC DT:11/11/2021,"$2,646",Schuylkill Valley School District,Leesport,Pennsylvania,11/11/2021,FY22
4223250,Educere,2200000304,"$20,549",Riverside School District,Taylor,Pennsylvania,11/10/2021,FY22
3680860,Educere,22-03394,"$4,602",Western Suffolk Board of Cooperative Educational Services,Dix Hills,New York,11/09/2021,FY22
5508640,Educere,12200481,"$1,999",Maple School District,Maple,Wisconsin,11/09/2021,FY22
2509060,Educere,22003987,"$3,579",Norwood School District,Norwood,Massachusetts,11/09/2021,FY22
4220310,Educere,21220387,"$13,993",Ridgway Area School District,Ridgway,Pennsylvania,11/09/2021,FY22
,Educere,20221388,"$2,992",Town of Longmeadow,Longmeadow,Massachusetts,11/08/2021,FY22
5505940,Educere,VEN:EDUCERE LLC DT:11/08/2021 CHK:129206,"$44,978",Greenfield School District,Greenfield,Wisconsin,11/08/2021,FY22
2509060,Educere,22003937,"$1,095",Norwood School District,Norwood,Massachusetts,11/08/2021,FY22
2506990,Educere,20221388,"$2,992",Longmeadow School District,Longmeadow,Massachusetts,11/08/2021,FY22
802430,Educere,56543,"$2,938",Bennett School District 29-J,Bennett,Colorado,11/08/2021,FY22
4211450,Educere,PYMT: 0000016255,"$47,976",Hanover Public School District,Hanover,Pennsylvania,11/05/2021,FY22
4205340,Educere,22002408,"$15,992",Central Cambria School District,Ebensburg,Pennsylvania,11/05/2021,FY22
1704620,Educere,24389,"$5,997",Auburn Community Unit School District 10,Auburn,Illinois,11/04/2021,FY22
5509780,Educere,22001617,"$2,999",Mondovi School District,Mondovi,Wisconsin,11/04/2021,FY22
1728700,Educere,75514,$0,North Boone Community Unit School District 200,Poplar Grove,Illinois,11/04/2021,FY22
2509030,Educere,220526,"$1,789",Norwell School District,Norwell,Massachusetts,11/04/2021,FY22
3603720,Educere,2200904,"$6,844",Babylon Union Free School District,Babylon,New York,11/03/2021,FY22
3407140,Educere,P202200763,"$10,000",High Point Regional School District,Sussex,New Jersey,11/03/2021,FY22
4219470,Educere,802200127,"$8,203",Colonial School District,Plymouth Meeting,Pennsylvania,11/03/2021,FY22
4218580,Educere,21001269,"$7,581",Penn-Delco School District,Aston,Pennsylvania,11/03/2021,FY22
4218580,Educere,21001275,"$19,252",Penn-Delco School District,Aston,Pennsylvania,11/03/2021,FY22
4218580,Educere,21001273,"$11,272",Penn-Delco School District,Aston,Pennsylvania,11/03/2021,FY22
,Educere,DT:11/02/2021 CHK:0000034328,"$21,932",Las Americas ASPIRA Academy,Newark,Delaware,11/02/2021,FY22
,Educere,34328,"$21,932",Delaware Department of Education (DDOE),Dover,Delaware,11/02/2021,FY22
4222560,Educere,9032122073,"$25,000",Spring-Ford Area School District,Royersford,Pennsylvania,11/02/2021,FY22
4224390,Educere,P221343,"$29,985",Upper Dublin School District,Maple Glen,Pennsylvania,11/02/2021,FY22
4206060,Educere,TRN:LE1119500006,"$11,994",Clarion Area School District,Clarion,Pennsylvania,11/02/2021,FY22
3411970,Educere,PO:201029 DT:11/02/2021,"$4,734",Ocean City School District,Ocean City,New Jersey,11/02/2021,FY22
3404500,Educere,PO-22-0002802,"$5,023",Edison Township School District,Edison,New Jersey,11/02/2021,FY22
3905023,Educere,19973,"$3,636",Southington Local School District,Southington,Ohio,11/01/2021,FY22
3408940,Educere,22-002008,"$2,295",Long Branch City School District,Long Branch,New Jersey,11/01/2021,FY22
3416800,Educere,22-003830,"$1,669",Vineland City School District,Vineland,New Jersey,11/01/2021,FY22
2613560,Educere,DT:11/01/2021 CHK:46786,"$5,239",Evart Public Schools,Evart,Michigan,11/01/2021,FY22
2613560,Educere,DT:11/01/2021 CHK:46868,"$1,596",Evart Public Schools,Evart,Michigan,11/01/2021,FY22
3417430,Educere,22-2415,"$3,004",West Deptford Township School District,West Deptford,New Jersey,11/01/2021,FY22
3416800,Educere,22-003875,"$2,612",Vineland City School District,Vineland,New Jersey,11/01/2021,FY22
,Educere,DT:10/31/2021 INV:OrlnPSB2107,"$1,355",Benjamin Franklin High School,New Orleans,Louisiana,10/31/2021,FY22
5103930,Educere,20221309,"$1,999",Waynesboro City Public Schools,Waynesboro,Virginia,10/29/2021,FY22
3403210,Educere,22-2409,"$4,220",Clearview Regional School District,Mullica Hill,New Jersey,10/29/2021,FY22
3417430,Educere,22-2406,"$23,316",West Deptford Township School District,West Deptford,New Jersey,10/28/2021,FY22
2606090,Educere,CHK:AP00519943,"$4,729",Bloomfield Hills School District,Bloomfield Hills,Michigan,10/28/2021,FY22
3404380,Educere,200945,"$2,195",Eastern Camden County Regional School District,Voorhees,New Jersey,10/28/2021,FY22
5504290,Educere,8122200241,"$1,328",Elkhorn Area School District,Elkhorn,Wisconsin,10/28/2021,FY22
4218120,Educere,57259,"$39,980",Old Forge School District,Old Forge,Pennsylvania,10/28/2021,FY22
,Educere,DT:10/27/2021 CHK:0000032825,"$24,842",Delaware Military Academy,Wilmington,Delaware,10/27/2021,FY22
,Educere,32825,"$24,842",Delaware Department of Education (DDOE),Dover,Delaware,10/27/2021,FY22
4222560,Educere,382122115,"$6,000",Spring-Ford Area School District,Royersford,Pennsylvania,10/27/2021,FY22
4206060,Educere,TRN:LE1117400008,"$1,596",Clarion Area School District,Clarion,Pennsylvania,10/26/2021,FY22
2007650,Educere,220933-01,"$3,785",Independence Unified School District 446,Independence,Kansas,10/26/2021,FY22
5504290,Educere,8122200235,"$2,769",Elkhorn Area School District,Elkhorn,Wisconsin,10/25/2021,FY22
5503840,Educere,4002200264,"$5,663",Durand School District,Durand,Wisconsin,10/22/2021,FY22
4214310,Educere,TRN:AP2717700014,"$8,775",Loyalsock Township School District,Williamsport,Pennsylvania,10/22/2021,FY22
4214310,Educere,TRN:AP2717700013,"$1,596",Loyalsock Township School District,Williamsport,Pennsylvania,10/22/2021,FY22
4205190,Educere,402122084,"$2,119",Centennial School District,Warminster,Pennsylvania,10/22/2021,FY22
1726760,Educere,Check# 62543,"$4,663",Morrisonville Community Unit School District 1,Morrisonville,Illinois,10/21/2021,FY22
,Educere,VEN:Educere DT:10/21/2021,"$19,403",Bradford Academy,Southfield,Michigan,10/21/2021,FY22
4216020,Educere,22000459,"$10,237",Mount Union Area School District,Mount Union,Pennsylvania,10/20/2021,FY22
3417070,Educere,22-02616,"$46,252",Washington Township School District (Gloucester County),Sewell,New Jersey,10/19/2021,FY22
3680620,Educere,A22-01465,"$3,177",Orange-Ulster Board of Cooperative Educational Services,Goshen,New York,10/19/2021,FY22
3407170,Educere,PO-22-0000477,"$2,759",Highland Park Borough School District,Highland Park,New Jersey,10/18/2021,FY22
,Educere,22-HS-088,"$1,163",Town of Milton,Milton,Massachusetts,10/18/2021,FY22
3407440,Educere,222184,"$1,995",Hopatcong Borough School District,Hopatcong,New Jersey,10/15/2021,FY22
3407170,Educere,PO-22-0000448,"$6,240",Highland Park Borough School District,Highland Park,New Jersey,10/14/2021,FY22
3412060,Educere,21-02089,"$3,395",Ocean Township School District (Monmouth County),Oakhurst,New Jersey,10/14/2021,FY22
1728700,Educere,75283,$0,North Boone Community Unit School District 200,Poplar Grove,Illinois,10/14/2021,FY22
4205190,Educere,22122052,"$8,200",Centennial School District,Warminster,Pennsylvania,10/13/2021,FY22
4218580,Educere,21001099,"$1,596",Penn-Delco School District,Aston,Pennsylvania,10/12/2021,FY22
4218580,Educere,21001100,"$1,696",Penn-Delco School District,Aston,Pennsylvania,10/12/2021,FY22
3406390,Educere,200834,"$2,145",Haddonfield Borough School District,Haddonfield,New Jersey,10/08/2021,FY22
3409240,Educere,202354,"$1,397",Madison Borough School District,Madison,New Jersey,10/07/2021,FY22
2507980,Educere,22-HS-051,"$1,692",Milton School District,Milton,Massachusetts,10/07/2021,FY22
5103930,Educere,20221124,"$9,995",Waynesboro City Public Schools,Waynesboro,Virginia,10/05/2021,FY22
1718840,Educere,282764,"$7,813",Herscher Community Unit School District 2,Herscher,Illinois,10/04/2021,FY22
2509060,Educere,22003134,"$1,916",Norwood School District,Norwood,Massachusetts,10/04/2021,FY22
3415360,Educere,22-4993,"$5,655",South Plainfield Borough School District,South Plainfield,New Jersey,10/04/2021,FY22
4223250,Educere,2200000272,"$1,999",Riverside School District,Taylor,Pennsylvania,10/04/2021,FY22
3406660,Educere,22-0885,"$3,393",Hanover Park Regional School District,East Hanover,New Jersey,10/01/2021,FY22
1742240,Educere,VEN:EDUCERE LLC DT:10/1/21,"$8,253",North Greene Unit School District 3,White Hall,Illinois,10/01/2021,FY22
,Educere,P202211040,"$2,000",Bergen Arts and Science Charter School,Walker,Minnesota,10/01/2021,FY22
3416800,Educere,22-003346,"$49,107",Vineland City School District,Vineland,New Jersey,10/01/2021,FY22
4400030,Educere,220207,"$2,973",Barrington School District,Barrington,Rhode Island,10/01/2021,FY22
3416800,Educere,22-003755,"$1,392",Vineland City School District,Vineland,New Jersey,10/01/2021,FY22
4214430,Educere,55414,"$4,400",Mahanoy Area School District,Mahanoy City,Pennsylvania,10/01/2021,FY22
3600021,Educere,220600,"$2,000",Mattituck-Cutchogue Union Free School District,Cutchogue,New York,09/30/2021,FY22
4200067,Educere,DT:09/30/2021 CHK:16046,"$2,594",Renaissance Academy Charter School,Phoenixville,Pennsylvania,09/30/2021,FY22
3417100,Educere,22-01004,"$2,594",Robbinsville Township School District,Robbinsville,New Jersey,09/30/2021,FY22
3408100,Educere,22-001110,"$2,966",Lacey Township School District,Lanoka Harbor,New Jersey,09/30/2021,FY22
2310710,Educere,19311,"$1,443",School Administrative District 15,Gray,Maine,09/30/2021,FY22
3410110,Educere,22-001078,"$79,960",Middletown Township School District,Leonardo,New Jersey,09/29/2021,FY22
3404920,Educere,22001757,"$2,275",Ewing Township School District,Ewing,New Jersey,09/29/2021,FY22
3404920,Educere,22001756,"$1,170",Ewing Township School District,Ewing,New Jersey,09/29/2021,FY22
4205340,Educere,22002400,"$9,995",Central Cambria School District,Ebensburg,Pennsylvania,09/29/2021,FY22
3403990,Educere,1822-12,"$1,560",Dumont Borough School District,Dumont,New Jersey,09/28/2021,FY22
3404500,Educere,PO-22-0001839,"$6,964",Edison Township School District,Edison,New Jersey,09/28/2021,FY22
3416230,Educere,22-03235,"$7,020",Toms River Regional School District,Toms River,New Jersey,09/28/2021,FY22
802430,Educere,55510,"$7,059",Bennett School District 29-J,Bennett,Colorado,09/27/2021,FY22
4225230,Educere,BA170800,"$9,995",West Branch Area School District,Morrisdale,Pennsylvania,09/27/2021,FY22
3680940,Educere,22-02116,"$8,269",Washington-Saratoga-Warren-Hamilton-Essex Board of Cooperative Educational Services,Hudson Falls,New York,09/24/2021,FY22
5505940,Educere,8302200118,"$5,737",Greenfield School District,Greenfield,Wisconsin,09/24/2021,FY22
5503840,Educere,4002200181,"$1,994",Durand School District,Durand,Wisconsin,09/23/2021,FY22
,Educere,DT:09/23/2021 CHK:37618,"$1,820",Lincoln Charter,Denver,North Carolina,09/23/2021,FY22
3680620,Educere,A22-01199,"$3,007",Orange-Ulster Board of Cooperative Educational Services,Goshen,New York,09/23/2021,FY22
3680620,Educere,A22-01198,"$6,587",Orange-Ulster Board of Cooperative Educational Services,Goshen,New York,09/23/2021,FY22
5502700,Educere,22010298,"$1,999",Cochrane-Fountain City School District,Fountain City,Wisconsin,09/22/2021,FY22
3623040,Educere,210612,"$4,988",Pine Plains Central School District,Pine Plains,New York,09/22/2021,FY22
5500210,Educere,8000006495,"$1,999",Alma Center School District,Alma Center,Wisconsin,09/22/2021,FY22
3680280,Educere,22-00976,"$1,799",Dutchess Board of Cooperative Educational Services,Poughkeepsie,New York,09/21/2021,FY22
3410740,Educere,22001762,"$35,960",Morris Hills Regional School District,Denville,New Jersey,09/20/2021,FY22
3415360,Educere,22-4784,"$13,555",South Plainfield Borough School District,South Plainfield,New Jersey,09/20/2021,FY22
3408850,Educere,201162,"$7,674",Lodi Borough School District,Lodi,New Jersey,09/17/2021,FY22
3403990,Educere,1765-12,"$23,607",Dumont Borough School District,Dumont,New Jersey,09/17/2021,FY22
3417100,Educere,22-00863,"$1,383",Robbinsville Township School District,Robbinsville,New Jersey,09/17/2021,FY22
804500,Educere,FY21-22 000062,"$2,972",Hanover School District 28,Colorado Springs,Colorado,09/17/2021,FY22
3413350,Educere,201028,"$3,404",Pompton Lakes Borough School District,Pompton Lakes,New Jersey,09/15/2021,FY22
3413230,Educere,PO-22-0545,"$9,576",Plumsted Township School District,New Egypt,New Jersey,09/15/2021,FY22
3905011,Educere,5539,"$9,870",Bristol Local School District,Bristolville,Ohio,09/14/2021,FY22
4202910,Educere,22000379,"$3,990",Bald Eagle Area School District,Wingate,Pennsylvania,09/14/2021,FY22
3905011,Educere,5539,"$9,870",Bristol Local School District,Bristolville,Ohio,09/14/2021,FY22
5508640,Educere,DT:09/13/2021 CHK:89599,"$9,995",Maple School District,Maple,Wisconsin,09/13/2021,FY22
4222560,Educere,9082122028,"$15,000",Spring-Ford Area School District,Royersford,Pennsylvania,09/13/2021,FY22
2931650,Educere,22-9300-3161,"$2,993",Wentzville R-IV School District,Wentzville,Missouri,09/09/2021,FY22
4223250,Educere,2200000248,"$29,985",Riverside School District,Taylor,Pennsylvania,09/08/2021,FY22
4224000,Educere,2200001630,"$19,990",Twin Valley School District,Elverson,Pennsylvania,09/07/2021,FY22
5501740,Educere,1000122114,"$15,000",Brodhead School District,Brodhead,Wisconsin,09/03/2021,FY22
5500750,Educere,4002122017,"$4,998",Unity School District,Balsam Lake,Wisconsin,09/03/2021,FY22
4220580,Educere,22000262,"$79,960",South Fayette Township School District,McDonald,Pennsylvania,09/02/2021,FY22
2506930,Educere,2200228,"$1,000",Lincoln-Sudbury School District,Sudbury,Massachusetts,09/02/2021,FY22
,Educere,22000262,"$79,960",Township of South Fayette,Morgan,Pennsylvania,09/02/2021,FY22
1710800,Educere,FY22-00000301,"$1,999",Oakwood Community Unit School District 76,Oakwood,Illinois,09/01/2021,FY22
3416800,Educere,22-002433,"$3,294",Vineland City School District,Vineland,New Jersey,09/01/2021,FY22
3680620,Educere,A22-01033,"$1,750",Orange-Ulster Board of Cooperative Educational Services,Goshen,New York,09/01/2021,FY22
4219470,Educere,802200094,"$1,999",Colonial School District,Plymouth Meeting,Pennsylvania,08/31/2021,FY22
