Agency NCES ID,Competitor,PO Number,PO Amount,Agency,Agency City,Agency State,PO Signed Date,Fiscal Year
4206060,Educere,TRN:AP1810700023,"$2,495",Clarion Area School District,Clarion,Pennsylvania,01/06/2026,FY26
4218510,Educere,VEN:26138 DT:12/22/2025,"$1,249",Parkland School District,Allentown,Pennsylvania,12/22/2025,FY26
4200101,Educere,PO003865,"$1,497",Avon Grove Charter School,West Grove,Pennsylvania,12/02/2025,FY26
2632310,Educere,P2600920,"$2,998",Southfield Public School District,Southfield,Michigan,11/24/2025,FY26
2507050,Educere,26310094,"$11,063",Ludlow School District,Ludlow,Massachusetts,11/20/2025,FY26
3409330,Educere,602173,"$4,230",Mahwah Township School District,Mahwah,New Jersey,11/20/2025,FY26
3409330,Educere,602174,"$2,745",Mahwah Township School District,Mahwah,New Jersey,11/20/2025,FY26
3401950,Educere,601154,"$1,497",Boonton Town School District,Boonton,New Jersey,11/19/2025,FY26
4200101,Educere,PO003845,"$1,996",Avon Grove Charter School,West Grove,Pennsylvania,11/19/2025,FY26
4216020,Educere,PMT:LE1752800003,"$4,967",Mount Union Area School District,Mount Union,Pennsylvania,11/17/2025,FY26
3411430,Educere,VEN:N685 DT:11/13/2025 CHK:028510,"$3,927",North Arlington Borough School District,North Arlington,New Jersey,11/13/2025,FY26
,Educere,260615,"$5,000",Town of Shrewsbury,Shrewsbury,Massachusetts,11/12/2025,FY26
4218510,Educere,VEN:26138 DT:11/11/2025,"$1,373",Parkland School District,Allentown,Pennsylvania,11/11/2025,FY26
4216020,Educere,PMT:AP1753000011,"$1,298",Mount Union Area School District,Mount Union,Pennsylvania,11/07/2025,FY26
2505740,Educere,26100675,"$3,890",Hampshire School District,Westhampton,Massachusetts,11/06/2025,FY26
4206060,Educere,TRN:AP1790300011,"$1,992",Clarion Area School District,Clarion,Pennsylvania,11/04/2025,FY26
4200101,Educere,PO003767,"$10,501",Avon Grove Charter School,West Grove,Pennsylvania,11/03/2025,FY26
4204920,Educere,2600000144,"$1,497",Canton Area School District,Canton,Pennsylvania,11/03/2025,FY26
3412510,Educere,601674,"$3,493",Pascack Valley Regional School District,Montvale,New Jersey,11/03/2025,FY26
,Educere,PO:26-HS-089 DT:10/30/25,"$1,294",Town of Milton,Milton,Massachusetts,10/30/2025,FY26
3405880,Educere,600802,"$4,990",Glassboro Borough School District,Glassboro,New Jersey,10/24/2025,FY26
1740800,Educere,DT:10/21/2025 CHK:361347,"$2,993",Warren Township High School District 121,Gurnee,Illinois,10/21/2025,FY26
,Educere,262872,"$30,000",City of Beverly,Beverly,Massachusetts,10/21/2025,FY26
4205340,Educere,DT:10/21/2025 TRN:AP0961000142,"$2,499",Central Cambria School District,Ebensburg,Pennsylvania,10/21/2025,FY26
4205340,Educere,DT:10/21/2025 TRN:AP0961000143,"$9,996",Central Cambria School District,Ebensburg,Pennsylvania,10/21/2025,FY26
1740800,Educere,VEN:EDUCERE LLC DT:10/21/2025,"$2,993",Warren Township High School District 121,Gurnee,Illinois,10/21/2025,FY26
1730160,Educere,DT:10/20/2025 CHK:50953,"$2,643",Oregon Community Unit School District 220,Oregon,Illinois,10/20/2025,FY26
4225230,Educere,OSA24214,"$12,495",West Branch Area School District,Morrisdale,Pennsylvania,10/16/2025,FY26
2508580,Educere,PO:20260626 DT:10/10/2025 DOC:103009,"$8,164",Newburyport School District,Newburyport,Massachusetts,10/10/2025,FY26
1713410,Educere,VEN:EDUCERE LLC DT:10/09/2025,"$14,199",Edinburg Community Unit School District 4,Edinburg,Illinois,10/09/2025,FY26
4205730,Educere,PO:25260167 DT:10/03/2025,"$4,998",Chartiers-Houston School District,Houston,Pennsylvania,10/03/2025,FY26
4218510,Educere,VEN:26138 DT:09/30/2025,"$6,523",Parkland School District,Allentown,Pennsylvania,09/30/2025,FY26
2632310,Educere,P2600511,"$14,990",Southfield Public School District,Southfield,Michigan,09/28/2025,FY26
3409330,Educere,601742,"$3,317",Mahwah Township School District,Mahwah,New Jersey,09/26/2025,FY26
4205730,Educere,PO:25260167 DT:09/26/2025,"$12,495",Chartiers-Houston School District,Houston,Pennsylvania,09/26/2025,FY26
3407230,Educere,26-02603,"$9,000",Hillsborough Township School District,Hillsborough,New Jersey,09/19/2025,FY26
3905022,Educere,2609059,"$1,000",McDonald Local School District,Mc Donald,Ohio,09/18/2025,FY26
,Educere,PO:26-HS-059 DT:09/18/25,"$1,294",Town of Milton,Milton,Massachusetts,09/18/2025,FY26
2501710,Educere,46150121,"$1,600",Acton-Boxborough Regional School District,Acton,Massachusetts,09/15/2025,FY26
3413350,Educere,601036,"$2,795",Pompton Lakes Borough School District,Pompton Lakes,New Jersey,09/15/2025,FY26
3411430,Educere,VEN:N685 DT:09/15/2025 CHK:027994,"$1,488",North Arlington Borough School District,North Arlington,New Jersey,09/15/2025,FY26
4216020,Educere,2600000283,"$4,997",Mount Union Area School District,Mount Union,Pennsylvania,09/12/2025,FY26
4218120,Educere,VEN:05128 DT:09/12/2025,"$1,470",Old Forge School District,Old Forge,Pennsylvania,09/12/2025,FY26
4221490,Educere,2600000229,"$12,495",Shenandoah Valley School District,Shenandoah,Pennsylvania,09/11/2025,FY26
3412420,Educere,600940,"$5,000",Paramus Borough School District,Paramus,New Jersey,09/11/2025,FY26
3412420,Educere,601010,"$8,460",Paramus Borough School District,Paramus,New Jersey,09/10/2025,FY26
2506990,Educere,20260931,"$9,700",Longmeadow School District,Longmeadow,Massachusetts,09/09/2025,FY26
2501710,Educere,46050146,"$1,000",Acton-Boxborough Regional School District,Acton,Massachusetts,09/04/2025,FY26
4225230,Educere,OSA24183,"$12,495",West Branch Area School District,Morrisdale,Pennsylvania,09/04/2025,FY26
4225230,Educere,OSA24187,"$17,493",West Branch Area School District,Morrisdale,Pennsylvania,09/04/2025,FY26
5517130,Educere,2022600003,"$2,998",Wonewoc-Union Center School District,Wonewoc,Wisconsin,09/03/2025,FY26
3409090,Educere,2600429,"$40,000",Lower Cape May Regional School District,Cape May,New Jersey,09/01/2025,FY26
5307320,Educere,PG260061,"$5,000",Richland School District,West Richland,Washington,09/01/2025,FY26
3402910,Educere,26A-1081,"$1,497",Central Regional School District,Bayville,New Jersey,09/01/2025,FY26
3402910,Educere,26A-1167,"$3,977",Central Regional School District,Bayville,New Jersey,09/01/2025,FY26
,Educere,VEN:Educere LLC DT:08/31/2025,"$1,196",Monticello Middle School,Monticello,Illinois,08/31/2025,FY26
4205730,Educere,DT:08/31/2025 CHK:00026892,"$5,140",Chartiers-Houston School District,Houston,Pennsylvania,08/31/2025,FY26
1726550,Educere,VEN:Educere LLC DT:08/31/2025,"$1,196",Monticello Community Unit School District 25,Monticello,Illinois,08/31/2025,FY26
5517130,Educere,2022600002,"$2,998",Wonewoc-Union Center School District,Wonewoc,Wisconsin,08/29/2025,FY26
3404560,Educere,601141,"$1,248",Egg Harbor Township School District,Egg Harbor Township,New Jersey,08/28/2025,FY26
5517130,Educere,2022600001,"$5,996",Wonewoc-Union Center School District,Wonewoc,Wisconsin,08/27/2025,FY26
3413350,Educere,600957,"$2,790",Pompton Lakes Borough School District,Pompton Lakes,New Jersey,08/27/2025,FY26
3411430,Educere,VEN:N685 DT:08/26/2025 CHK:027843,"$3,743",North Arlington Borough School District,North Arlington,New Jersey,08/26/2025,FY26
,Educere,P202600149,"$14,970",Barack Obama Green Charter High School,St Paul,Minnesota,08/25/2025,FY26
3403990,Educere,561519,"$1,084",Dumont Borough School District,Dumont,New Jersey,08/21/2025,FY26
4225230,Educere,OSA24172,"$29,988",West Branch Area School District,Morrisdale,Pennsylvania,08/21/2025,FY26
2502100,Educere,260498,"$1,196",Ashland School District,Ashland,Massachusetts,08/20/2025,FY26
4224650,Educere,2600000454,"$62,475",Valley View School District,Archbald,Pennsylvania,08/19/2025,FY26
1730630,Educere,VEN:12125 DT:08/18/2025 CHK:110441,"$1,639",Pana Community Unit School District 8,Pana,Illinois,08/18/2025,FY26
4209270,Educere,2600000313,"$17,493",Ephrata Area School District,Ephrata,Pennsylvania,08/15/2025,FY26
4211450,Educere,25803,"$22,491",Hanover Public School District,Hanover,Pennsylvania,08/15/2025,FY26
,Educere,261078,"$4,147",City of Beverly,Beverly,Massachusetts,08/14/2025,FY26
,Educere,VEN:12844 DT:08/14/2025 INV:Maynard2504 22,"$1,192",Town of Maynard,Maynard,Massachusetts,08/14/2025,FY26
2506390,Educere,26000043,"$1,568",Hudson School District,Hudson,Massachusetts,08/13/2025,FY26
1734100,Educere,2002600037,"$1,098",Riverton Community Unit School District 14,Riverton,Illinois,08/13/2025,FY26
2302730,Educere,VEN:9606 DT:08/08/2025,"$7,748",Baileyville,Baileyville,Maine,08/08/2025,FY26
,Educere,DT:08/07/2025 CHK:26590,"$5,415",MAST Community Charter School,Philadelphia,Pennsylvania,08/07/2025,FY26
3407920,Educere,600743,"$11,306",Kenilworth Borough School District,Kenilworth,New Jersey,08/06/2025,FY26
4207680,Educere,PO: 8002600001 DT:08/06/2025,"$3,675",Dover Area School District,Dover,Pennsylvania,08/06/2025,FY26
4207680,Educere,PO: 8002600002 DT:08/06/2025,"$16,776",Dover Area School District,Dover,Pennsylvania,08/06/2025,FY26
,Educere,446596,"$2,978",Las Americas ASPIRA Academy,Newark,Delaware,08/06/2025,FY26
,Educere,P202600584,"$1,500",Northern Highlands Regional School District,Allendale,New Jersey,08/06/2025,FY26
2507890,Educere,260372,"$1,146",Millbury School District,Millbury,Massachusetts,08/05/2025,FY26
,Educere,260257,"$1,000",Town of Shrewsbury,Shrewsbury,Massachusetts,08/04/2025,FY26
2510770,Educere,260257,"$1,000",Shrewsbury School District,Shrewsbury,Massachusetts,08/04/2025,FY26
3623040,Educere,PO:250567 DT:08/01/2025,"$4,500",Pine Plains Central School District,Pine Plains,New York,08/01/2025,FY26
3409090,Educere,2600296,"$17,485",Lower Cape May Regional School District,Cape May,New Jersey,08/01/2025,FY26
4205190,Educere,DT:07/31/2025 CHK:000045875,"$2,520",Centennial School District,Warminster,Pennsylvania,07/31/2025,FY26
4221490,Educere,2600000169,"$24,990",Shenandoah Valley School District,Shenandoah,Pennsylvania,07/30/2025,FY26
3409330,Educere,601166,"$1,711",Mahwah Township School District,Mahwah,New Jersey,07/29/2025,FY26
3630540,Educere,20260515,"$2,000",West Babylon Union Free School District,West Babylon,New York,07/24/2025,FY26
4202550,Educere,26SPEC0226,"$124,950",Apollo-Ridge School District,Spring Church,Pennsylvania,07/23/2025,FY26
4206360,Educere,2600000032,"$124,950",Columbia Borough School District,Columbia,Pennsylvania,07/23/2025,FY26
2632310,Educere,P2502531,"$70,775",Southfield Public School District,Southfield,Michigan,07/23/2025,FY26
1723250,Educere,DT:07/15/2025 CHK:758679,"$2,533",Litchfield Community Unit School District 12,Litchfield,Illinois,07/15/2025,FY26
3413860,Educere,PO: PO-26-00159 DT:07/15/2025,"$1,715",Ringwood Borough School District,Ringwood,New Jersey,07/15/2025,FY26
3401770,Educere,600866,"$1,996",Black Horse Pike Regional School District,Blackwood,New Jersey,07/14/2025,FY26
,Educere,26319078,"$10,000",Town of Walpole,Walpole,Massachusetts,07/11/2025,FY26
2511970,Educere,26319078,"$10,000",Walpole School District,Walpole,Massachusetts,07/11/2025,FY26
3603720,Educere,PO:2600094 DT:07/10/2025,"$1,500",Babylon Union Free School District,Babylon,New York,07/10/2025,FY26
3405220,Educere,26-000067,"$5,000",Florence Township School District,Florence,New Jersey,07/09/2025,FY26
3680620,Educere,A26-00344,"$12,000",Orange-Ulster Board of Cooperative Educational Services,Goshen,New York,07/09/2025,FY26
4216020,Educere,2600000201,"$10,000",Mount Union Area School District,Mount Union,Pennsylvania,07/08/2025,FY26
2501710,Educere,46150060,"$1,000",Acton-Boxborough Regional School District,Acton,Massachusetts,07/08/2025,FY26
3412420,Educere,600131,"$2,000",Paramus Borough School District,Paramus,New Jersey,07/02/2025,FY26
5509780,Educere,26001067,"$7,500",Mondovi School District,Mondovi,Wisconsin,07/01/2025,FY26
3411160,Educere,26-00082,"$20,000",Neptune Township School District,Neptune Twp,New Jersey,07/01/2025,FY26
3680280,Educere,26-00182,"$12,000",Dutchess Board of Cooperative Educational Services,Poughkeepsie,New York,07/01/2025,FY26
3409950,Educere,26-02137,"$39,920",Area Vocational Technical School District of Mercer County,Trenton,New Jersey,07/01/2025,FY26
3904364,Educere,260016-01,"$5,000",Brecksville-Broadview Heights City School District,Brecksville,Ohio,07/01/2025,FY26
3680300,Educere,26-00048,"$12,000",Erie 1 Board of Cooperative Educational Services,West Seneca,New York,07/01/2025,FY26
3680940,Educere,DT:07/01/2025 DOC:26-00390,"$4,725",Washington-Saratoga-Warren-Hamilton-Essex Board of Cooperative Educational Services,Hudson Falls,New York,07/01/2025,FY26
3402520,Educere,260700,"$5,000",Butler Borough School District,Butler,New Jersey,07/01/2025,FY26
2506390,Educere,26000043 DT:07/01/2025,"$1,568",Hudson School District,Hudson,Massachusetts,07/01/2025,FY26
3413000,Educere,PO-25-2063-PYPO,"$10,300",Pinelands Regional School District,Little Egg Harbor,New Jersey,07/01/2025,FY26
3680940,Educere,DT:07/01/2025 DOC:26-00397,"$1,750",Washington-Saratoga-Warren-Hamilton-Essex Board of Cooperative Educational Services,Hudson Falls,New York,07/01/2025,FY26
3404500,Educere,PO-25-0008385- PYPBL,"$8,892",Edison Township School District,Edison,New Jersey,07/01/2025,FY26
3680680,Educere,26-00299,"$50,000",Putnam-Westchester Board of Cooperative Educational Services,Yorktown Heights,New York,07/01/2025,FY26
3904894,Educere,8151,"$5,000",Genoa Area Local School District,Genoa,Ohio,07/01/2025,FY26
3404320,Educere,26-00682,"$25,000",East Windsor Regional School District,Hightstown,New Jersey,07/01/2025,FY26
3905022,Educere,2607007,"$3,000",McDonald Local School District,Mc Donald,Ohio,07/01/2025,FY26
3404500,Educere,PO-25-0008107- PYPBL,"$9,336",Edison Township School District,Edison,New Jersey,07/01/2025,FY26
2510770,Educere,260015,"$7,003",Shrewsbury School District,Shrewsbury,Massachusetts,07/01/2025,FY26
,Educere,26-0028,"$5,000",Cumberland County Vocational School,Vineland,New Jersey,07/01/2025,FY26
,Educere,260015,"$7,003",Town of Shrewsbury,Shrewsbury,Massachusetts,07/01/2025,FY26
,Educere,2600439,"$8,000",Granville School District,Granville,Ohio,07/01/2025,FY26
3412060,Educere,25-03498,"$1,715",Ocean Township School District (Monmouth County),Oakhurst,New Jersey,06/30/2025,FY25
4205190,Educere,32425012,"$2,008",Centennial School District,Warminster,Pennsylvania,06/30/2025,FY25
4205190,Educere,DT:06/30/2025 CHK:000045455,"$32,076",Centennial School District,Warminster,Pennsylvania,06/30/2025,FY25
3400009,Educere,25-02641,"$3,872",Somerset Hills Regional School District,Bernardsville,New Jersey,06/30/2025,FY25
3405610,Educere,PO: 25-03898 CHK:544077,"$9,679",Freehold Regional School District,Englishtown,New Jersey,06/30/2025,FY25
3405610,Educere,PO: 25-02621 CHK:544077,"$7,644",Freehold Regional School District,Englishtown,New Jersey,06/30/2025,FY25
3405610,Educere,PO: 25-03545 CHK:544077,"$4,635",Freehold Regional School District,Englishtown,New Jersey,06/30/2025,FY25
3403990,Educere,453169,"$3,040",Dumont Borough School District,Dumont,New Jersey,06/26/2025,FY25
3417430,Educere,25-3787,"$5,725",West Deptford Township School District,West Deptford,New Jersey,06/25/2025,FY25
1730160,Educere,DT:06/24/2025 CHK:50349,"$1,596",Oregon Community Unit School District 220,Oregon,Illinois,06/24/2025,FY25
3904979,Educere,DT:06/17/2025 TRN:27517,"$1,937",Hardin-Houston Local School District,Houston,Ohio,06/17/2025,FY25
3403210,Educere,25-2983,"$10,140",Clearview Regional School District,Mullica Hill,New Jersey,06/16/2025,FY25
3400009,Educere,25-02407,"$4,563",Somerset Hills Regional School District,Bernardsville,New Jersey,06/16/2025,FY25
3412260,Educere,VEN:1233 DT:06/16/2025 CHK:105574,"$2,232",River Dell Regional School District,River Edge,New Jersey,06/16/2025,FY25
1730630,Educere,VEN:12125 DT:06/10/2025 CHK:110225,"$2,533",Pana Community Unit School District 8,Pana,Illinois,06/10/2025,FY25
1705310,Educere,DT:06/01/2025 CHK:65956,"$2,682",Beardstown Community Unit School District 15,Beardstown,Illinois,06/01/2025,FY25
3404560,Educere,504772,"$12,250",Egg Harbor Township School District,Egg Harbor Township,New Jersey,06/01/2025,FY25
3416800,Educere,25-008223,"$30,000",Vineland City School District,Vineland,New Jersey,05/31/2025,FY25
3400009,Educere,25-02233,"$3,471",Somerset Hills Regional School District,Bernardsville,New Jersey,05/30/2025,FY25
4218120,Educere,VEN:EDUCERE LLC DT:05/29/2025,"$2,499",Old Forge School District,Old Forge,Pennsylvania,05/29/2025,FY25
3411970,Educere,PO:502485 DT:05/28/2025,"$2,732",Ocean City School District,Ocean City,New Jersey,05/28/2025,FY25
3403210,Educere,25-2899,"$6,100",Clearview Regional School District,Mullica Hill,New Jersey,05/28/2025,FY25
3409330,Educere,503812,"$1,248",Mahwah Township School District,Mahwah,New Jersey,05/28/2025,FY25
3409330,Educere,503808,"$2,932",Mahwah Township School District,Mahwah,New Jersey,05/28/2025,FY25
4205190,Educere,VEN:Educere LLC DT:05/21/2025,"$3,539",Centennial School District,Warminster,Pennsylvania,05/21/2025,FY25
1724940,Educere,CHK#: 19099 DT: 5/15/2025,"$3,816",Mascoutah Community Unit School District 19,Mascoutah,Illinois,05/15/2025,FY25
3412260,Educere,VEN:1233 DT:05/12/2025 CHK:105355,"$2,745",River Dell Regional School District,River Edge,New Jersey,05/12/2025,FY25
3411220,Educere,25-3789,"$19,845",New Brunswick City School District,New Brunswick,New Jersey,05/09/2025,FY25
3404500,Educere,PO-25-0007093,"$11,750",Edison Township School District,Edison,New Jersey,05/06/2025,FY25
3404660,Educere,25-1557,"$1,225",Elmwood Park Borough School District,Elmwood Park,New Jersey,05/01/2025,FY25
3404660,Educere,25-1574,"$1,225",Elmwood Park Borough School District,Elmwood Park,New Jersey,05/01/2025,FY25
3400009,Educere,25-02096,"$1,170",Somerset Hills Regional School District,Bernardsville,New Jersey,04/30/2025,FY25
3416230,Educere,25-05051,"$1,677",Toms River Regional School District,Toms River,New Jersey,04/30/2025,FY25
2506390,Educere,252752,"$2,852",Hudson School District,Hudson,Massachusetts,04/30/2025,FY25
3407230,Educere,25-04708,"$31,564",Hillsborough Township School District,Hillsborough,New Jersey,04/29/2025,FY25
3411430,Educere,VEN:N685 DT:04/28/2025 CHK:027125,"$2,491",North Arlington Borough School District,North Arlington,New Jersey,04/28/2025,FY25
4218120,Educere,VEN:EDUCERE LLC DT:04/23/2025,"$4,998",Old Forge School District,Old Forge,Pennsylvania,04/23/2025,FY25
3409330,Educere,503622,"$2,028",Mahwah Township School District,Mahwah,New Jersey,04/23/2025,FY25
1740800,Educere,DT:04/22/2025 CHK:359823,"$1,500",Warren Township High School District 121,Gurnee,Illinois,04/22/2025,FY25
,Educere,257267,"$3,155",City of Beverly,Beverly,Massachusetts,04/22/2025,FY25
2509450,Educere,252314,"$1,396",Pentucket School District,West Newbury,Massachusetts,04/16/2025,FY25
1742480,Educere,DT:04/16/2025 CHK:73538,"$1,073",Williamsville Community Unit School District 15,Williamsville,Illinois,04/16/2025,FY25
3411970,Educere,PO:502258 DT:04/15/2025,"$3,464",Ocean City School District,Ocean City,New Jersey,04/15/2025,FY25
2507890,Educere,251658,"$1,870",Millbury School District,Millbury,Massachusetts,04/15/2025,FY25
3408060,Educere,501163,"$2,000",Kittatinny Regional School District,Newton,New Jersey,04/11/2025,FY25
3405310,Educere,PO-25-03261,"$1,488",Fort Lee Borough School District,Fort Lee,New Jersey,04/10/2025,FY25
1724940,Educere,DT:04/10/2025 CHK:18913,"$1,547",Mascoutah Community Unit School District 19,Mascoutah,Illinois,04/10/2025,FY25
3404500,Educere,PO-25-0006522,"$10,552",Edison Township School District,Edison,New Jersey,04/08/2025,FY25
4219560,Educere,DT:04/07/2025 CHK:1124,"$7,497",Portage Area School District,Portage,Pennsylvania,04/07/2025,FY25
,Educere,PO:25330047 DT:04/03/2025 CHK:963432,"$1,196",Town of Foxborough,Foxboro,Massachusetts,04/03/2025,FY25
,Educere,DT:20250403 DOC:D5607271,"$4,320",Department of Juvenile Services,Baltimore,Maryland,04/03/2025,FY25
3401530,Educere,502620,"$1,500",Berkeley Heights Township School District,Berkeley Heights,New Jersey,04/03/2025,FY25
3417220,Educere,25-02586,"$1,170",Watchung Hills Regional School District,Warren,New Jersey,03/31/2025,FY25
3412060,Educere,25-03079,"$1,747",Ocean Township School District (Monmouth County),Oakhurst,New Jersey,03/31/2025,FY25
4205730,Educere,PO:00096065 DT:03/31/2025,"$1,040",Chartiers-Houston School District,Houston,Pennsylvania,03/31/2025,FY25
3680300,Educere,409035Y-25,"$5,397",Erie 1 Board of Cooperative Educational Services,West Seneca,New York,03/31/2025,FY25
3403990,Educere,453060,"$3,042",Dumont Borough School District,Dumont,New Jersey,03/31/2025,FY25
3417430,Educere,25-3444,"$1,755",West Deptford Township School District,West Deptford,New Jersey,03/28/2025,FY25
3403210,Educere,25-2684,"$1,794",Clearview Regional School District,Mullica Hill,New Jersey,03/27/2025,FY25
,Educere,P202501191,"$1,500",Northern Highlands Regional School District,Allendale,New Jersey,03/27/2025,FY25
3409330,Educere,503417,"$2,631",Mahwah Township School District,Mahwah,New Jersey,03/26/2025,FY25
3904525,Educere,DT:03/26/2025 TRN:29760,"$36,000",Caldwell Exempted Village School District,Caldwell,Ohio,03/26/2025,FY25
3416230,Educere,25-04474,"$1,677",Toms River Regional School District,Toms River,New Jersey,03/20/2025,FY25
3406390,Educere,PO-25-01702,"$1,747",Haddonfield Borough School District,Haddonfield,New Jersey,03/20/2025,FY25
1700105,Educere,DT:03/19/2025 CHK:27275,"$3,467",A-C Central Community Unit School District 262,Ashland,Illinois,03/19/2025,FY25
3400009,Educere,25-01850,"$6,022",Somerset Hills Regional School District,Bernardsville,New Jersey,03/19/2025,FY25
3680680,Educere,25-04733,"$50,000",Putnam-Westchester Board of Cooperative Educational Services,Yorktown Heights,New York,03/18/2025,FY25
1740800,Educere,DT:03/18/2025 CHK:359660,"$3,221",Warren Township High School District 121,Gurnee,Illinois,03/18/2025,FY25
5508640,Educere,8002500084,"$1,499",Maple School District,Maple,Wisconsin,03/14/2025,FY25
3411760,Educere,PO:503386 REF:483200,"$2,021",Northern Valley Regional School District,Demarest,New Jersey,03/13/2025,FY25
3405880,Educere,501611,"$3,992",Glassboro Borough School District,Glassboro,New Jersey,03/13/2025,FY25
,Educere,2501883,"$4,000",Granville School District,Granville,Ohio,03/13/2025,FY25
5503840,Educere,4002500570,"$1,272",Durand School District,Durand,Wisconsin,03/11/2025,FY25
5503840,Educere,PO:4002500570 VEN:EDUCERE 000,"$1,272",Durand School District,Durand,Wisconsin,03/11/2025,FY25
4218120,Educere,VEN:05128 DT:03/11/2025,"$2,499",Old Forge School District,Old Forge,Pennsylvania,03/11/2025,FY25
4218120,Educere,VEN:EDUCERE LLC DT:03/11/2025,"$2,499",Old Forge School District,Old Forge,Pennsylvania,03/11/2025,FY25
4219560,Educere,DT:03/06/2025 CHK:965,"$4,998",Portage Area School District,Portage,Pennsylvania,03/06/2025,FY25
4202550,Educere,25SPEC0719,"$4,998",Apollo-Ridge School District,Spring Church,Pennsylvania,03/05/2025,FY25
4223700,Educere,VEN:E0046 DT:03/05/2025,"$4,741",Tri-Valley School District,Valley View,Pennsylvania,03/05/2025,FY25
3404500,Educere,PO-25-0006089,"$4,687",Edison Township School District,Edison,New Jersey,03/04/2025,FY25
2613560,Educere,DT:03/01/2025 CHK:50282,"$9,378",Evart Public Schools,Evart,Michigan,03/01/2025,FY25
3407230,Educere,25-04652,"$1,248",Hillsborough Township School District,Hillsborough,New Jersey,03/01/2025,FY25
4400030,Educere,PO: 251661 CHK:25774 INV:Bargton2501,"$1,172",Barrington School District,Barrington,Rhode Island,02/28/2025,FY25
4205730,Educere,DT:02/28/2025 CHK:00026233,"$2,201",Chartiers-Houston School District,Houston,Pennsylvania,02/28/2025,FY25
4205190,Educere,VEN:Educere LLC DT:02/28/2025,"$3,113",Centennial School District,Warminster,Pennsylvania,02/28/2025,FY25
3411970,Educere,PO:501888 DT:02/27/2025,"$1,638",Ocean City School District,Ocean City,New Jersey,02/27/2025,FY25
3417430,Educere,25-3247,"$1,521",West Deptford Township School District,West Deptford,New Jersey,02/27/2025,FY25
1730630,Educere,VEN:12125 DT:02/25/2025 CHK:109797,"$1,294",Pana Community Unit School District 8,Pana,Illinois,02/25/2025,FY25
3404500,Educere,PO-25-0005999,"$6,047",Edison Township School District,Edison,New Jersey,02/25/2025,FY25
4202550,Educere,25SPEC0692,"$12,495",Apollo-Ridge School District,Spring Church,Pennsylvania,02/25/2025,FY25
1704470,Educere,VEN:6068 DT:02/24/2025 CHK:76631,"$2,998",Athens Community Unit School District 213,Athens,Illinois,02/24/2025,FY25
3405310,Educere,PO-25-02869,"$1,747",Fort Lee Borough School District,Fort Lee,New Jersey,02/22/2025,FY25
1740140,Educere,CHK#: 47972 DT: 02/21/2025,"$1,499",Vandalia Community Unit School District 203,Vandalia,Illinois,02/21/2025,FY25
3411760,Educere,PO:503291 REF:481394,"$1,497",Northern Valley Regional School District,Demarest,New Jersey,02/20/2025,FY25
3400009,Educere,25-01741,"$3,003",Somerset Hills Regional School District,Bernardsville,New Jersey,02/19/2025,FY25
,Educere,255722,"$2,110",City of Beverly,Beverly,Massachusetts,02/18/2025,FY25
4218510,Educere,VEN:26138 DT:02/18/2025,"$1,048",Parkland School District,Allentown,Pennsylvania,02/18/2025,FY25
1723250,Educere,DT:02/18/2025 CHK:758164,"$2,384",Litchfield Community Unit School District 12,Litchfield,Illinois,02/18/2025,FY25
5508640,Educere,8002500306,"$7,495",Maple School District,Maple,Wisconsin,02/14/2025,FY25
4211450,Educere,24586,"$2,499",Hanover Public School District,Hanover,Pennsylvania,02/14/2025,FY25
4205190,Educere,VEN:Educere LLC DT:02/14/2025,"$2,323",Centennial School District,Warminster,Pennsylvania,02/14/2025,FY25
4216020,Educere,PMT:LE1520600004,"$1,437",Mount Union Area School District,Mount Union,Pennsylvania,02/13/2025,FY25
2505740,Educere,251938,"$7,407",Hampshire School District,Westhampton,Massachusetts,02/12/2025,FY25
3624480,Educere,PO:62703 DT:02/10/2025,"$1,273",Rhinebeck Central School District,Rhinebeck,New York,02/10/2025,FY25
4219560,Educere,DT:02/07/2025 CHK:817,"$4,998",Portage Area School District,Portage,Pennsylvania,02/07/2025,FY25
3411220,Educere,25-2961,"$47,775",New Brunswick City School District,New Brunswick,New Jersey,02/06/2025,FY25
3411700,Educere,25-01662,"$5,000",Northern Burlington Regional School District,Columbus,New Jersey,02/05/2025,FY25
4205730,Educere,PO:00096065 DT:02/05/2025,$0,Chartiers-Houston School District,Houston,Pennsylvania,02/05/2025,FY25
3417430,Educere,25-3063,"$3,565",West Deptford Township School District,West Deptford,New Jersey,02/04/2025,FY25
3415510,Educere,PO:2502963,"$1,996",Sparta Township School District,Sparta,New Jersey,02/01/2025,FY25
3904894,Educere,7682,"$2,628",Genoa Area Local School District,Genoa,Ohio,02/01/2025,FY25
2613560,Educere,DT:02/01/2025 CHK:50231,"$7,032",Evart Public Schools,Evart,Michigan,02/01/2025,FY25
3407230,Educere,25-04124,"$2,363",Hillsborough Township School District,Hillsborough,New Jersey,02/01/2025,FY25
3405610,Educere,PO: 25-02621 CHK:540272,"$21,437",Freehold Regional School District,Englishtown,New Jersey,02/01/2025,FY25
3405610,Educere,PO: 25-02348 CHK:540272,"$19,347",Freehold Regional School District,Englishtown,New Jersey,02/01/2025,FY25
3405610,Educere,PO: 25-01784 CHK:540272,"$3,259",Freehold Regional School District,Englishtown,New Jersey,02/01/2025,FY25
